accession	organism	taxid	segment	description	isolate	strain	species_taxid	species_name	acc_org	acc_spp	classified	Stenglein_snake_number	Hepojoki_snake_number	snake_number
KX527581	S5-like reptarenavirus	1938918	S	S5-like reptarenavirus clone S5-like-S131157 glycoprotein precursor and nucleoprotein genes, complete cds	S5L2	NA	1654822	unclassified Reptarenavirus	KX527581_S5-like reptarenavirus	KX527581_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071471	unidentified Reptarenavirus	1654823	S	Unidentified Reptarenavirus strain Reptarenavirus/Boa dumerili/California/snake27/2009 (S2) segment S glycoprotein (GPC) and nucleoprotein (NP) genes, complete cds	NA	Reptarenavirus/Boa dumerili/California/snake27/2009 (S2)	1654822	unclassified Reptarenavirus	KP071471_unidentified Reptarenavirus	KP071471_unclassified Reptarenavirus	FALSE	27	NA	Stenglein_snake_27
KR870014	University of Giessen virus	1672385	S	University of Giessen virus strain UGV-4 segment S GPC and NP genes, complete cds	4	UGV-4	3052726	Reptarenavirus giessenae	KR870014_University of Giessen virus	KR870014_Reptarenavirus giessenae	TRUE	NA	Hepojoki_2015_snake_8	Hepojoki_2015_snake_8
MZ818776	University of Helsinki virus 3	2447932	S	University of Helsinki virus 3 strain Coldvalley segment S, partial sequence	NA	Coldvalley	1654822	unclassified Reptarenavirus	MZ818776_University of Helsinki virus 3	MZ818776_unclassified Reptarenavirus	FALSE	NA	NA	NA
KC508668	ROUT virus	1303019	S	Boa arenavirus NL isolate B8 nucleoprotein gene, partial cds	B8	NA	3052727	Reptarenavirus rotterdamense	KC508668_ROUT virus	KC508668_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KC508665	ROUT virus	1303019	S	Boa arenavirus NL isolate B4 nucleoprotein gene, partial cds	B4	NA	3052727	Reptarenavirus rotterdamense	KC508665_ROUT virus	KC508665_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KC508667	ROUT virus	1303019	S	Boa arenavirus NL isolate B7 nucleoprotein gene, partial cds	B7	NA	3052727	Reptarenavirus rotterdamense	KC508667_ROUT virus	KC508667_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KC508666	ROUT virus	1303019	S	Boa arenavirus NL isolate B6 nucleoprotein gene, partial cds	B6	NA	3052727	Reptarenavirus rotterdamense	KC508666_ROUT virus	KC508666_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KC508664	ROUT virus	1303019	S	Boa arenavirus NL isolate B2 nucleoprotein gene, partial cds	B2	NA	3052727	Reptarenavirus rotterdamense	KC508664_ROUT virus	KC508664_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KY072972	Reptarenavirus sp.	2056255	S	Reptarenavirus sp. isolate Corn snake reptarenavirus nucleoprotein gene, partial cds	Corn snake reptarenavirus	NA	1654822	unclassified Reptarenavirus	KY072972_Reptarenavirus sp.	KY072972_unclassified Reptarenavirus	FALSE	NA	NA	NA
KY072971	Reptarenavirus sp.	2056255	S	Reptarenavirus sp. isolate Stimson's python 2 reptarenavirus nucleoprotein gene, partial cds	Stimson's python 2 reptarenavirus	NA	1654822	unclassified Reptarenavirus	KY072971_Reptarenavirus sp.	KY072971_unclassified Reptarenavirus	FALSE	NA	NA	NA
KY072970	Reptarenavirus sp.	2056255	S	Reptarenavirus sp. isolate Stimson's python 5 reptarenavirus nucleoprotein gene, partial cds	Stimson's python 5 reptarenavirus	NA	1654822	unclassified Reptarenavirus	KY072970_Reptarenavirus sp.	KY072970_unclassified Reptarenavirus	FALSE	NA	NA	NA
KY072969	Reptarenavirus sp.	2056255	S	Reptarenavirus sp. isolate Rough-scaled python reptarenavirus nucleoprotein gene, partial cds	Rough-scaled python reptarenavirus	NA	1654822	unclassified Reptarenavirus	KY072969_Reptarenavirus sp.	KY072969_unclassified Reptarenavirus	FALSE	NA	NA	NA
